COGid	FunCat	Funk	Species	Genes	Alg.-Conn.	BGE	BGIGA	BOR	BPAA	BPLAN	CPUbr	MADAR
COG0105	F	Nucleoside_diphosphate_kinase	7	7	0.712	BGE:CDS:BGE_I04490	BGIGA:CDS:BGIGA_I01850	BOR:CDS:BOR_I04480	BPAA:CDS:BPAA_I01900	BPLAN:CDS:BPLAN_I01910	CPUbr:CDS:CPUbr_I04180	MADAR:CDS:MADAR_I01740
COG1704	S	Uncharacterized_conserved_protein	7	7	0.815	BGE:CDS:BGE_I04480	BGIGA:CDS:BGIGA_I01860	BOR:CDS:BOR_I04470	BPAA:CDS:BPAA_I01910	BPLAN:CDS:BPLAN_I01920	CPUbr:CDS:CPUbr_I04170	MADAR:CDS:MADAR_I01730
COG1512	S	Uncharacterized_membrane_protein_YgcG,_contains_a_TPM-fold_domain	7	7	0.639	BGE:CDS:BGE_I04470	BGIGA:CDS:BGIGA_I01870	BOR:CDS:BOR_I04460	BPAA:CDS:BPAA_I01920	BPLAN:CDS:BPLAN_I01930	CPUbr:CDS:CPUbr_I04160	MADAR:CDS:MADAR_I01720
COG0525	J	Valyl-tRNA_synthetase	7	7	0.753	BGE:CDS:BGE_I04460	BGIGA:CDS:BGIGA_I01880	BOR:CDS:BOR_I04450	BPAA:CDS:BPAA_I01930	BPLAN:CDS:BPLAN_I01940	CPUbr:CDS:CPUbr_I04150	MADAR:CDS:MADAR_I01710
COG0262	H	Dihydrofolate_reductase	7	7	0.692	BGE:CDS:BGE_I04450	BGIGA:CDS:BGIGA_I01890	BOR:CDS:BOR_I04440	BPAA:CDS:BPAA_I01940	BPLAN:CDS:BPLAN_I01950	CPUbr:CDS:CPUbr_I04140	MADAR:CDS:MADAR_I01700
COG1259	R	Bifunctional_DNase/RNase	7	7	0.743	BGE:CDS:BGE_I04440	BGIGA:CDS:BGIGA_I01900	BOR:CDS:BOR_I04430	BPAA:CDS:BPAA_I01950	BPLAN:CDS:BPLAN_I01960	CPUbr:CDS:CPUbr_I04130	MADAR:CDS:MADAR_I01690
COG0022	C	Pyruvate/2-oxoglutarate/acetoin_dehydrogenase_complex,_dehydrogenase_(E1)_component	7	7	0.939	BGE:CDS:BGE_I04430	BGIGA:CDS:BGIGA_I01920	BOR:CDS:BOR_I04410	BPAA:CDS:BPAA_I01970	BPLAN:CDS:BPLAN_I01980	CPUbr:CDS:CPUbr_I04110	MADAR:CDS:MADAR_I01670
COG0685	E	5,10-methylenetetrahydrofolate_reductase	6	6	0.901	BGE:CDS:BGE_I04420	BGIGA:CDS:BGIGA_I01930	BOR:CDS:BOR_I04400	BPAA:CDS:BPAA_I01980	BPLAN:CDS:BPLAN_I01990	*	MADAR:CDS:MADAR_I01660
COG0172	J	Seryl-tRNA_synthetase	7	7	0.760	BGE:CDS:BGE_I04410	BGIGA:CDS:BGIGA_I01940	BOR:CDS:BOR_I04390	BPAA:CDS:BPAA_I01990	BPLAN:CDS:BPLAN_I02000	CPUbr:CDS:CPUbr_I04100	MADAR:CDS:MADAR_I01650
COG0022	C	Pyruvate/2-oxoglutarate/acetoin_dehydrogenase_complex,_dehydrogenase_(E1)_component	7	7	0.832	BGE:CDS:BGE_I04500	BGIGA:CDS:BGIGA_I01840	BOR:CDS:BOR_I04490	BPAA:CDS:BPAA_I01890	BPLAN:CDS:BPLAN_I01900	CPUbr:CDS:CPUbr_I04190	MADAR:CDS:MADAR_I01750
COG0190	H	5,10-methylene-tetrahydrofolate_dehydrogenase/Methenyl_tetrahydrofolate_cyclohydrolase	7	7	0.762	BGE:CDS:BGE_I04390	BGIGA:CDS:BGIGA_I01960	BOR:CDS:BOR_I04370	BPAA:CDS:BPAA_I02010	BPLAN:CDS:BPLAN_I02020	CPUbr:CDS:CPUbr_I04080	MADAR:CDS:MADAR_I01630
COG0602	R	Organic_radical_activating_enzyme	6	6	0.754	BGE:CDS:BGE_I04380	BGIGA:CDS:BGIGA_I01970	BOR:CDS:BOR_I04360	BPAA:CDS:BPAA_I02020	BPLAN:CDS:BPLAN_I02030	*	MADAR:CDS:MADAR_I01620
COG0139	E	Phosphoribosyl-AMP_cyclohydrolase	7	7	0.778	BGE:CDS:BGE_I04370	BGIGA:CDS:BGIGA_I01980	BOR:CDS:BOR_I04350	BPAA:CDS:BPAA_I02030	BPLAN:CDS:BPLAN_I02040	CPUbr:CDS:CPUbr_I04070	MADAR:CDS:MADAR_I01610
COG0107	E	Imidazole_glycerol_phosphate_synthase_subunit_HisF	7	7	0.845	BGE:CDS:BGE_I04360	BGIGA:CDS:BGIGA_I01990	BOR:CDS:BOR_I04340	BPAA:CDS:BPAA_I02040	BPLAN:CDS:BPLAN_I02050	CPUbr:CDS:CPUbr_I04060	MADAR:CDS:MADAR_I01600
COG0106	E	Phosphoribosylformimino-5-aminoimidazole_carboxamide_ribonucleotide_(ProFAR)_isomerase	7	7	0.769	BGE:CDS:BGE_I04350	BGIGA:CDS:BGIGA_I02000	BOR:CDS:BOR_I04330	BPAA:CDS:BPAA_I02050	BPLAN:CDS:BPLAN_I02060	CPUbr:CDS:CPUbr_I04050	MADAR:CDS:MADAR_I01590
COG0118	E	Imidazoleglycerol_phosphate_synthase_glutamine_amidotransferase_subunit_HisH	7	7	0.898	BGE:CDS:BGE_I04340	BGIGA:CDS:BGIGA_I02010	BOR:CDS:BOR_I04320	BPAA:CDS:BPAA_I02060	BPLAN:CDS:BPLAN_I02070	CPUbr:CDS:CPUbr_I04040	MADAR:CDS:MADAR_I01580
COG0131	E	Imidazoleglycerol_phosphate_dehydratase_HisB	7	7	0.753	BGE:CDS:BGE_I04330	BGIGA:CDS:BGIGA_I02020	BOR:CDS:BOR_I04310	BPAA:CDS:BPAA_I02070	BPLAN:CDS:BPLAN_I02080	CPUbr:CDS:CPUbr_I04030	MADAR:CDS:MADAR_I01570
COG0079	E	Histidinol-phosphate/aromatic_aminotransferase_or_cobyric_acid_decarboxylase	7	7	0.816	BGE:CDS:BGE_I04320	BGIGA:CDS:BGIGA_I02030	BOR:CDS:BOR_I04300	BPAA:CDS:BPAA_I02080	BPLAN:CDS:BPLAN_I02090	CPUbr:CDS:CPUbr_I04020	MADAR:CDS:MADAR_I01560
No-Hit	-	hypothetical	6	6	0.767	BGE:CDS:BGE_I04590	BGIGA:CDS:BGIGA_I01750	BOR:CDS:BOR_I04580	BPAA:CDS:BPAA_I01800	BPLAN:CDS:BPLAN_I01810	*	MADAR:CDS:MADAR_I01840
No-Hit	-	hypothetical	7	7	0.767	BGE:CDS:BGE_I04670	BGIGA:CDS:BGIGA_I01670	BOR:CDS:BOR_I04660	BPAA:CDS:BPAA_I01720	BPLAN:CDS:BPLAN_I01730	CPUbr:CDS:CPUbr_I04350	MADAR:CDS:MADAR_I01920
COG0618	F	nanoRNase/pAp_phosphatase,_hydrolyzes_c-di-AMP_and_oligoRNAs	7	7	0.872	BGE:CDS:BGE_I04660	BGIGA:CDS:BGIGA_I01680	BOR:CDS:BOR_I04650	BPAA:CDS:BPAA_I01730	BPLAN:CDS:BPLAN_I01740	CPUbr:CDS:CPUbr_I04340	MADAR:CDS:MADAR_I01910
COG0617	J	tRNA_nucleotidyltransferase/poly(A)_polymerase	7	7	0.819	BGE:CDS:BGE_I04650	BGIGA:CDS:BGIGA_I01690	BOR:CDS:BOR_I04640	BPAA:CDS:BPAA_I01740	BPLAN:CDS:BPLAN_I01750	CPUbr:CDS:CPUbr_I04330	MADAR:CDS:MADAR_I01900
COG0009	J	tRNA_A37_threonylcarbamoyladenosine_synthetase_subunit_TsaC/SUA5/YrdC	7	7	0.711	BGE:CDS:BGE_I04640	BGIGA:CDS:BGIGA_I01700	BOR:CDS:BOR_I04630	BPAA:CDS:BPAA_I01750	BPLAN:CDS:BPLAN_I01760	CPUbr:CDS:CPUbr_I04320	MADAR:CDS:MADAR_I01890
COG2171	E	Tetrahydrodipicolinate_N-succinyltransferase	7	7	0.845	BGE:CDS:BGE_I04630	BGIGA:CDS:BGIGA_I01710	BOR:CDS:BOR_I04620	BPAA:CDS:BPAA_I01760	BPLAN:CDS:BPLAN_I01770	CPUbr:CDS:CPUbr_I04310	MADAR:CDS:MADAR_I01880
COG0816	K	RNase_H-fold_protein,_predicted_Holliday_junction_resolvase_in_Firmicutes_and_mycoplasms,_involved_in_anti-termination_at_Rho-dependent_terminators	7	7	0.661	BGE:CDS:BGE_I04620	BGIGA:CDS:BGIGA_I01720	BOR:CDS:BOR_I04610	BPAA:CDS:BPAA_I01770	BPLAN:CDS:BPLAN_I01780	CPUbr:CDS:CPUbr_I04300	MADAR:CDS:MADAR_I01870
COG0242	J	Peptide_deformylase	7	7	0.778	BGE:CDS:BGE_I04610	BGIGA:CDS:BGIGA_I01730	BOR:CDS:BOR_I04600	BPAA:CDS:BPAA_I01780	BPLAN:CDS:BPLAN_I01790	CPUbr:CDS:CPUbr_I04290	MADAR:PPgene:MADAR_I01860
COG0292	J	Ribosomal_protein_L20	7	7	0.771	BGE:CDS:BGE_I04600	BGIGA:CDS:BGIGA_I01740	BOR:CDS:BOR_I04590	BPAA:CDS:BPAA_I01790	BPLAN:CDS:BPLAN_I01800	CPUbr:CDS:CPUbr_I04280	MADAR:CDS:MADAR_I01850
COG0141	E	Histidinol_dehydrogenase	7	7	0.767	BGE:CDS:BGE_I04310	BGIGA:CDS:BGIGA_I02040	BOR:CDS:BOR_I04290	BPAA:CDS:BPAA_I02090	BPLAN:CDS:BPLAN_I02100	CPUbr:CDS:CPUbr_I04010	MADAR:CDS:MADAR_I01550
COG0290	J	Translation_initiation_factor_IF-3	7	7	0.800	BGE:CDS:BGE_I04580	BGIGA:CDS:BGIGA_I01760	BOR:CDS:BOR_I04570	BPAA:CDS:BPAA_I01810	BPLAN:CDS:BPLAN_I01820	CPUbr:CDS:CPUbr_I04270	MADAR:CDS:MADAR_I01830
COG0441	J	Threonyl-tRNA_synthetase	7	7	0.856	BGE:CDS:BGE_I04570	BGIGA:CDS:BGIGA_I01770	BOR:CDS:BOR_I04560	BPAA:CDS:BPAA_I01820	BPLAN:CDS:BPLAN_I01830	CPUbr:CDS:CPUbr_I04260	MADAR:CDS:MADAR_I01820
COG0580	G	Glycerol_uptake_facilitator_and_related_aquaporins_(Major_Intrinsic_Protein_Family)	7	7	0.730	BGE:CDS:BGE_I04560	BGIGA:CDS:BGIGA_I01780	BOR:CDS:BOR_I04550	BPAA:CDS:BPAA_I01830	BPLAN:CDS:BPLAN_I01840	CPUbr:CDS:CPUbr_I04250	MADAR:CDS:MADAR_I01810
COG0554	C	Glycerol_kinase	7	7	0.958	BGE:CDS:BGE_I04550	BGIGA:CDS:BGIGA_I01790	BOR:CDS:BOR_I04540	BPAA:CDS:BPAA_I01840	BPLAN:CDS:BPLAN_I01850	CPUbr:CDS:CPUbr_I04240	MADAR:CDS:MADAR_I01800
COG0578	C	Glycerol-3-phosphate_dehydrogenase	7	7	0.842	BGE:CDS:BGE_I04540	BGIGA:CDS:BGIGA_I01800	BOR:CDS:BOR_I04530	BPAA:CDS:BPAA_I01850	BPLAN:CDS:BPLAN_I01860	CPUbr:CDS:CPUbr_I04230	MADAR:CDS:MADAR_I01790
COG0541	U	Signal_recognition_particle_GTPase	6	6	0.871	BGE:CDS:BGE_I04530	BGIGA:CDS:BGIGA_I01810	*	BPAA:CDS:BPAA_I01860	BPLAN:CDS:BPLAN_I01870	CPUbr:CDS:CPUbr_I04220	MADAR:CDS:MADAR_I01780
COG0018	J	Arginyl-tRNA_synthetase	7	7	0.754	BGE:CDS:BGE_I04520	BGIGA:CDS:BGIGA_I01820	BOR:CDS:BOR_I04510	BPAA:CDS:BPAA_I01870	BPLAN:CDS:BPLAN_I01880	CPUbr:CDS:CPUbr_I04210	MADAR:CDS:MADAR_I01770
COG0115	EH	Branched-chain_amino_acid_aminotransferase/4-amino-4-deoxychorismate_lyase	7	7	0.812	BGE:CDS:BGE_I04510	BGIGA:CDS:BGIGA_I01830	BOR:CDS:BOR_I04500	BPAA:CDS:BPAA_I01880	BPLAN:CDS:BPLAN_I01890	CPUbr:CDS:CPUbr_I04200	MADAR:CDS:MADAR_I01760
COG3958	G	Transketolase,_C-terminal_subunit	7	7	0.885	BGE:CDS:BGE_I04010	BGIGA:CDS:BGIGA_I02340	BOR:CDS:BOR_I03990	BPAA:CDS:BPAA_I02390	BPLAN:CDS:BPLAN_I02410	CPUbr:CDS:CPUbr_I03780	MADAR:CDS:MADAR_I01330
No-Hit	-	hypothetical	6	6	0.581	BGE:CDS:BGE_I04110	BGIGA:CDS:BGIGA_I02240	BOR:CDS:BOR_I04090	BPAA:CDS:BPAA_I02290	BPLAN:CDS:BPLAN_I02300	CPUbr:CDS:CPUbr_I03880	*
No-Hit	-	hypothetical	7	7	0.774	BGE:CDS:BGE_I04100	BGIGA:CDS:BGIGA_I02250	BOR:CDS:BOR_I04080	BPAA:CDS:BPAA_I02300	BPLAN:CDS:BPLAN_I02310	CPUbr:CDS:CPUbr_I03870	MADAR:CDS:MADAR_I01420
No-Hit	-	hypothetical	7	7	0.758	BGE:CDS:BGE_I04090	BGIGA:CDS:BGIGA_I02260	BOR:CDS:BOR_I04070	BPAA:CDS:BPAA_I02310	BPLAN:CDS:BPLAN_I02320	CPUbr:CDS:CPUbr_I03860	MADAR:CDS:MADAR_I01410
COG0281	C	Malic_enzyme	7	7	0.522	BGE:CDS:BGE_I04080	BGIGA:CDS:BGIGA_I02270	BOR:CDS:BOR_I04060	BPAA:CDS:BPAA_I02320	BPLAN:CDS:BPLAN_I02330	CPUbr:CDS:CPUbr_I03850	MADAR:CDS:MADAR_I01400
COG0796	M	Glutamate_racemase	7	7	0.734	BGE:CDS:BGE_I04070	BGIGA:CDS:BGIGA_I02280	BOR:CDS:BOR_I04050	BPAA:CDS:BPAA_I02330	BPLAN:CDS:BPLAN_I02340	CPUbr:CDS:CPUbr_I03840	MADAR:CDS:MADAR_I01390
No-Hit	-	hypothetical	7	7	0.759	BGE:CDS:BGE_I04060	BGIGA:CDS:BGIGA_I02290	BOR:CDS:BOR_I04040	BPAA:CDS:BPAA_I02340	BPLAN:CDS:BPLAN_I02360	CPUbr:CDS:CPUbr_I03830	MADAR:CDS:MADAR_I01380
COG0791	M	Cell_wall-associated_hydrolase,_NlpC_family	7	7	0.782	BGE:CDS:BGE_I04040	BGIGA:CDS:BGIGA_I02310	BOR:CDS:BOR_I04020	BPAA:CDS:BPAA_I02360	BPLAN:CDS:BPLAN_I02380	CPUbr:CDS:CPUbr_I03810	MADAR:CDS:MADAR_I01360
COG0128	E	5-enolpyruvylshikimate-3-phosphate_synthase	7	7	0.749	BGE:CDS:BGE_I04030	BGIGA:CDS:BGIGA_I02320	BOR:CDS:BOR_I04010	BPAA:CDS:BPAA_I02370	BPLAN:CDS:BPLAN_I02390	CPUbr:CDS:CPUbr_I03800	MADAR:CDS:MADAR_I01350
No-Hit	-	hypothetical	7	7	0.812	BGE:CDS:BGE_I04020	BGIGA:CDS:BGIGA_I02330	BOR:CDS:BOR_I04000	BPAA:CDS:BPAA_I02380	BPLAN:CDS:BPLAN_I02400	CPUbr:CDS:CPUbr_I03790	MADAR:CDS:MADAR_I01340
COG3278	C	Cbb3-type_cytochrome_oxidase,_subunit_1	7	7	0.885	BGE:CDS:BGE_I04120	BGIGA:CDS:BGIGA_I02230	BOR:CDS:BOR_I04100	BPAA:CDS:BPAA_I02280	BPLAN:CDS:BPLAN_I02290	CPUbr:CDS:CPUbr_I03890	MADAR:CDS:MADAR_I01430
COG3959	G	Transketolase,_N-terminal_subunit	7	7	0.852	BGE:CDS:BGE_I04000	BGIGA:CDS:BGIGA_I02350	BOR:CDS:BOR_I03980	BPAA:CDS:BPAA_I02400	BPLAN:CDS:BPLAN_I02420	CPUbr:CDS:CPUbr_I03770	MADAR:CDS:MADAR_I01320
COG0691	O	tmRNA-binding_protein	7	7	0.754	BGE:CDS:BGE_I03990	BGIGA:CDS:BGIGA_I02360	BOR:CDS:BOR_I03970	BPAA:CDS:BPAA_I02410	BPLAN:CDS:BPLAN_I02430	CPUbr:CDS:CPUbr_I03760	MADAR:CDS:MADAR_I01310
COG2885	M	Outer_membrane_protein_OmpA_and_related_peptidoglycan-associated_(lipo)proteins	7	7	0.617	BGE:CDS:BGE_I03980	BGIGA:CDS:BGIGA_I02370	BOR:CDS:BOR_I03960	BPAA:CDS:BPAA_I02420	BPLAN:CDS:BPLAN_I02440	CPUbr:CDS:CPUbr_I03750	MADAR:CDS:MADAR_I01300
COG0805	U	Sec-independent_protein_secretion_pathway_component_TatC	7	7	0.765	BGE:CDS:BGE_I03970	BGIGA:CDS:BGIGA_I02380	BOR:CDS:BOR_I03950	BPAA:CDS:BPAA_I02430	BPLAN:CDS:BPLAN_I02450	CPUbr:CDS:CPUbr_I03740	MADAR:CDS:MADAR_I01290
COG0012	J	Ribosome-binding_ATPase_YchF,_GTP1/OBG_family	7	7	0.691	BGE:CDS:BGE_I03960	BGIGA:CDS:BGIGA_I02390	BOR:CDS:BOR_I03940	BPAA:CDS:BPAA_I02440	BPLAN:CDS:BPLAN_I02460	CPUbr:CDS:CPUbr_I03730	MADAR:CDS:MADAR_I01280
COG1363	EG	Putative_aminopeptidase_FrvX	7	7	0.773	BGE:CDS:BGE_I03950	BGIGA:CDS:BGIGA_I02400	BOR:CDS:BOR_I03930	BPAA:CDS:BPAA_I02450	BPLAN:CDS:BPLAN_I02470	CPUbr:CDS:CPUbr_I03720	MADAR:CDS:MADAR_I01270
COG0253	E	Diaminopimelate_epimerase	7	7	0.659	BGE:CDS:BGE_I03940	BGIGA:CDS:BGIGA_I02410	BOR:CDS:BOR_I03920	BPAA:CDS:BPAA_I02460	BPLAN:CDS:BPLAN_I02480	CPUbr:CDS:CPUbr_I03710	MADAR:CDS:MADAR_I01260
COG0265	O	Periplasmic_serine_protease,_S1-C_subfamily,_contain_C-terminal_PDZ_domain	7	7	0.842	BGE:CDS:BGE_I03930	BGIGA:CDS:BGIGA_I02420	BOR:CDS:BOR_I03910	BPAA:CDS:BPAA_I02470	BPLAN:CDS:BPLAN_I02490	CPUbr:CDS:CPUbr_I03700	MADAR:CDS:MADAR_I01250
COG0134	E	Indole-3-glycerol_phosphate_synthase	5	5	0.706	BGE:CDS:BGE_I04210	BGIGA:CDS:BGIGA_I02140	BOR:CDS:BOR_I04190	BPAA:CDS:BPAA_I02190	BPLAN:CDS:BPLAN_I02200	*	*
COG0040	E	ATP_phosphoribosyltransferase	7	7	0.916	BGE:CDS:BGE_I04300	BGIGA:CDS:BGIGA_I02050	BOR:CDS:BOR_I04280	BPAA:CDS:BPAA_I02100	BPLAN:CDS:BPLAN_I02110	CPUbr:CDS:CPUbr_I04000	MADAR:CDS:MADAR_I01540
COG0708	L	Exonuclease_III	7	7	0.773	BGE:CDS:BGE_I04290	BGIGA:CDS:BGIGA_I02060	BOR:CDS:BOR_I04270	BPAA:CDS:BPAA_I02110	BPLAN:CDS:BPLAN_I02120	CPUbr:CDS:CPUbr_I03990	MADAR:CDS:MADAR_I01530
COG0703	E	Shikimate_kinase	7	7	0.712	BGE:CDS:BGE_I04270	BGIGA:CDS:BGIGA_I02080	BOR:CDS:BOR_I04250	BPAA:CDS:BPAA_I02130	BPLAN:CDS:BPLAN_I02140	CPUbr:CDS:CPUbr_I03970	MADAR:CDS:MADAR_I01510
COG0037	J	tRNA(Ile)-lysidine_synthase_TilS/MesJ	6	6	0.800	BGE:CDS:BGE_I04260	BGIGA:CDS:BGIGA_I02090	*	BPAA:CDS:BPAA_I02140	BPLAN:CDS:BPLAN_I02150	CPUbr:PPgene:CPUbr_I03960	MADAR:CDS:MADAR_I01500
COG1932	HE	Phosphoserine_aminotransferase	7	7	0.833	BGE:CDS:BGE_I04250	BGIGA:CDS:BGIGA_I02100	BOR:CDS:BOR_I04230	BPAA:CDS:BPAA_I02150	BPLAN:CDS:BPLAN_I02160	CPUbr:CDS:CPUbr_I03950	MADAR:CDS:MADAR_I01490
COG0325	R	Uncharacterized_pyridoxal_phosphate-containing_protein,_affects_Ilv_metabolism,_UPF0001_family	7	7	0.695	BGE:CDS:BGE_I04240	BGIGA:CDS:BGIGA_I02110	BOR:CDS:BOR_I04220	BPAA:CDS:BPAA_I02160	BPLAN:CDS:BPLAN_I02170	CPUbr:CDS:CPUbr_I03940	MADAR:CDS:MADAR_I01480
COG0159	E	Tryptophan_synthase_alpha_chain	5	5	0.739	BGE:CDS:BGE_I04230	BGIGA:CDS:BGIGA_I02120	BOR:CDS:BOR_I04210	BPAA:CDS:BPAA_I02170	BPLAN:CDS:BPLAN_I02180	*	*
COG0133	E	Tryptophan_synthase_beta_chain	5	5	0.637	BGE:CDS:BGE_I04220	BGIGA:CDS:BGIGA_I02130	BOR:CDS:BOR_I04200	BPAA:PPgene:BPAA_I02180	BPLAN:CDS:BPLAN_I02190	*	*
COG0505	EF	Carbamoylphosphate_synthase_small_subunit	7	7	0.846	BGE:CDS:BGE_I03140	BGIGA:CDS:BGIGA_I03200	BOR:CDS:BOR_I03120	BPAA:CDS:BPAA_I03260	BPLAN:CDS:BPLAN_I03290	CPUbr:CDS:CPUbr_I02950	MADAR:CDS:MADAR_I02980
COG0547	E	Anthranilate_phosphoribosyltransferase	5	5	0.780	BGE:CDS:BGE_I04200	BGIGA:CDS:BGIGA_I02150	BOR:CDS:BOR_I04180	BPAA:CDS:BPAA_I02200	BPLAN:CDS:BPLAN_I02210	*	*
COG0512	EH	Anthranilate/para-aminobenzoate_synthase_component_II	5	5	0.911	BGE:CDS:BGE_I04190	BGIGA:CDS:BGIGA_I02160	BOR:CDS:BOR_I04170	BPAA:CDS:BPAA_I02210	BPLAN:CDS:BPLAN_I02220	*	*
COG0147	EH	Anthranilate/para-aminobenzoate_synthases_component_I	5	5	0.862	BGE:CDS:BGE_I04180	BGIGA:CDS:BGIGA_I02170	BOR:CDS:BOR_I04160	BPAA:CDS:BPAA_I02220	BPLAN:CDS:BPLAN_I02230	*	*
No-Hit	-	hypothetical	6	6	0.421	BGE:CDS:BGE_I04170	BGIGA:CDS:BGIGA_I02180	BOR:CDS:BOR_I04150	BPAA:CDS:BPAA_I02230	BPLAN:CDS:BPLAN_I02240	CPUbr:CDS:CPUbr_I03930	*
COG1705	MN	Flagellum-specific_peptidoglycan_hydrolase_FlgJ	5	5	0.827	BGE:CDS:BGE_I04160	BGIGA:CDS:BGIGA_I02190	*	BPAA:CDS:BPAA_I02240	BPLAN:CDS:BPLAN_I02250	*	MADAR:CDS:MADAR_I01470
COG0509	E	Glycine_cleavage_system_H_protein_(lipoate-binding)	7	7	0.676	BGE:CDS:BGE_I04150	BGIGA:CDS:BGIGA_I02200	BOR:CDS:BOR_I04130	BPAA:CDS:BPAA_I02250	BPLAN:CDS:BPLAN_I02260	CPUbr:CDS:CPUbr_I03920	MADAR:CDS:MADAR_I01460
COG2217	P	Cation_transport_ATPase	7	7	0.736	BGE:CDS:BGE_I04140	BGIGA:CDS:BGIGA_I02210	BOR:CDS:BOR_I04120	BPAA:CDS:BPAA_I02260	BPLAN:CDS:BPLAN_I02270	CPUbr:CDS:CPUbr_I03910	MADAR:CDS:MADAR_I01450
No-Hit	-	hypothetical	7	7	0.587	BGE:CDS:BGE_I04130	BGIGA:CDS:BGIGA_I02220	BOR:CDS:BOR_I04110	BPAA:CDS:BPAA_I02270	BPLAN:CDS:BPLAN_I02280	CPUbr:CDS:CPUbr_I03900	MADAR:CDS:MADAR_I01440
COG1132	V	ABC-type_multidrug_transport_system,_ATPase_and_permease_component	6	6	0.836	BGE:CDS:BGE_I06170	BGIGA:CDS:BGIGA_I00200	BOR:CDS:BOR_I00070	BPAA:CDS:BPAA_I00200	BPLAN:CDS:BPLAN_I00100	*	MADAR:CDS:MADAR_I00180
No-Hit	-	hypothetical	5	5	0.685	BGE:CDS:BGE_I00910	BGIGA:CDS:BGIGA_I05370	*	BPAA:CDS:BPAA_I05430	BPLAN:CDS:BPLAN_I05500	CPUbr:CDS:CPUbr_I00830	*
COG0065	E	Homoaconitase/3-isopropylmalate_dehydratase_large_subunit	5	5	0.797	BGE:CDS:BGE_I00680	BGIGA:CDS:BGIGA_I05600	BOR:CDS:BOR_I00690	BPAA:CDS:BPAA_I05650	BPLAN:CDS:BPLAN_I05730	*	*
COG1132	V	ABC-type_multidrug_transport_system,_ATPase_and_permease_component	5	5	0.905	BGE:CDS:BGE_I00960	BGIGA:CDS:BGIGA_I05320	*	BPAA:CDS:BPAA_I05380	*	CPUbr:CDS:CPUbr_I00880	MADAR:CDS:MADAR_I05110
COG1048	C	Aconitase_A	5	5	0.845	BGE:CDS:BGE_I00170	BGIGA:CDS:BGIGA_I06100	*	BPAA:CDS:BPAA_I06140	*	CPUbr:CDS:CPUbr_I00170	MADAR:CDS:MADAR_I05800
No-Hit	-	hypothetical	2	2	1.000	pBGE:CDS:BGE_II00020	*	*	BPAA:CDS:BPAA_I01300	*	*	*
No-Hit	-	hypothetical	2	2	1.000	*	*	pBOR:CDS:BOR_II00020	*	pBPLAN:CDS:BPLAN_II00010	*	*
COG1648	H	Siroheme_synthase_(precorrin-2_oxidase/ferrochelatase_domain)	1	1	0.000	BGE:CDS:BGE_I02790	*	*	*	*	*	*
No-Hit	-	hypothetical	1	1	0.000	pBGE:CDS:BGE_II00070	*	*	*	*	*	*
COG1028	IQR	NAD(P)-dependent_dehydrogenase,_short-chain_alcohol_dehydrogenase_family	1	1	0.000	*	*	*	*	BPLAN:CDS:BPLAN_I00890	*	*
No-Hit	-	hypothetical	1	1	0.000	*	*	*	*	BPLAN:CDS:BPLAN_I02350	*	*
No-Hit	-	hypothetical	1	1	0.000	*	*	*	*	BPLAN:CDS:BPLAN_I03150	*	*
No-Hit	-	hypothetical	1	1	0.000	*	*	*	*	BPLAN:PPgene:BPLAN_I03630	*	*
No-Hit	-	hypothetical	1	1	0.000	*	*	*	*	BPLAN:CDS:BPLAN_I03690	*	*
No-Hit	-	hypothetical	1	1	0.000	*	BGIGA:CDS:BGIGA_I02640	*	*	*	*	*
No-Hit	-	hypothetical	1	1	0.000	*	BGIGA:CDS:BGIGA_I03460	*	*	*	*	*
COG0764	I	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl_carrier_protein)_dehydratase	1	1	0.000	*	*	*	BPAA:CDS:BPAA_I05950	*	*	*
No-Hit	-	hypothetical	1	1	0.000	*	*	BOR:CDS:BOR_I00920	*	*	*	*
No-Hit	-	hypothetical	1	1	0.000	*	*	BOR:CDS:BOR_I01810	*	*	*	*
No-Hit	-	hypothetical	1	1	0.000	*	*	BOR:CDS:BOR_I04140	*	*	*	*
No-Hit	-	hypothetical	1	1	0.000	*	*	BOR:CDS:BOR_I04240	*	*	*	*
COG0138	F	AICAR_transformylase/IMP_cyclohydrolase_PurH	1	1	0.000	*	*	BOR:CDS:BOR_I04760	*	*	*	*
COG0129	EG	Dihydroxyacid_dehydratase/phosphogluconate_dehydratase	1	1	0.000	*	*	BOR:CDS:BOR_I05530	*	*	*	*
No-Hit	-	hypothetical	1	1	0.000	*	*	*	*	*	*	MADAR:CDS:MADAR_I05120
No-Hit	-	hypothetical	1	1	0.000	*	*	*	*	*	*	pMADAR:CDS:MADAR_II00010
COG1284	S	Uncharacterized_membrane-anchored_protein_YitT,_contains_DUF161_and_DUF2179_domains	1	1	0.000	*	*	*	*	*	CPUbr:CDS:CPUbr_I00060	*
No-Hit	-	hypothetical	1	1	0.000	*	*	*	*	*	CPUbr:CDS:CPUbr_I04640	*
No-Hit	-	hypothetical	1	1	0.000	*	*	*	*	*	pCPUbr:CDS:CPUbr_II00050	*
